#not used anymore - TS 48 V - 1xxx;;;;;;;;;;;;;;;;;;
185,7002,TESVOLT TAYTAN,TESVOLT TAYTAN,37.5,37.5,30.0,30.0,SMA SI X 30,1,0,0,1,1,1,,,TESVOLT TAYTAN - 38 kWh 30 kW,424050006,25422
186,7003,TESVOLT TAYTAN,TESVOLT TAYTAN,43.75,43.75,30.0,30.0,SMA SI X 30,1,0,0,1,1,1,,,TESVOLT TAYTAN - 44 kWh 30 kW,424050006,27515
187,7004,TESVOLT TAYTAN,TESVOLT TAYTAN,50.0,50.0,30.0,30.0,SMA SI X 30,1,0,0,1,1,1,,,TESVOLT TAYTAN - 50 kWh 30 kW,424050006,29608
188,7005,TESVOLT TAYTAN,TESVOLT TAYTAN,56.25,56.25,30.0,30.0,SMA SI X 30,1,0,0,1,1,1,,,TESVOLT TAYTAN - 56 kWh 30 kW,424050006,31701
189,7006,TESVOLT TAYTAN,TESVOLT TAYTAN,56.25,56.25,50.0,50.0,SMA SI X 50,1,0,0,1,1,1,,,TESVOLT TAYTAN - 56 kWh 50 kW,424050006,33197
190,7007,TESVOLT TAYTAN,TESVOLT TAYTAN,62.5,62.5,30.0,30.0,SMA SI X 30,1,0,0,1,1,1,,,TESVOLT TAYTAN - 63 kWh 30 kW,424050006,33794
191,7008,TESVOLT TAYTAN,TESVOLT TAYTAN,62.5,62.5,50.0,50.0,SMA SI X 50,1,0,0,1,1,1,,,TESVOLT TAYTAN - 63 kWh 50 kW,424050006,35290
192,7009,TESVOLT TAYTAN,TESVOLT TAYTAN,62.5,62.5,60.0,60.0,SMA SI X 30,2,0,0,1,1,1,,,TESVOLT TAYTAN - 63 kWh 60 kW,424050006,46658
193,7010,TESVOLT TAYTAN,TESVOLT TAYTAN,75.0,75.0,30.0,30.0,SMA SI X 30,1,0,0,1,1,1,,,TESVOLT TAYTAN - 75 kWh 30 kW,424050006,40684
194,7011,TESVOLT TAYTAN,TESVOLT TAYTAN,75.0,75.0,60.0,60.0,SMA SI X 30,2,0,0,1,1,1,,,TESVOLT TAYTAN - 75 kWh 60 kW,424050006,50844
195,7012,TESVOLT TAYTAN,TESVOLT TAYTAN,87.5,87.5,30.0,30.0,SMA SI X 30,1,0,0,1,1,1,,,TESVOLT TAYTAN - 88 kWh 30 kW,424050006,44870
196,7013,TESVOLT TAYTAN,TESVOLT TAYTAN,87.5,87.5,60.0,60.0,SMA SI X 30,2,0,0,1,1,1,,,TESVOLT TAYTAN - 88 kWh 60 kW,424050006,55030
197,7014,TESVOLT TAYTAN,TESVOLT TAYTAN,93.75,93.75,30.0,30.0,SMA SI X 30,1,0,0,1,1,1,,,TESVOLT TAYTAN - 94 kWh 30 kW,424050006,49667
198,7015,TESVOLT TAYTAN,TESVOLT TAYTAN,93.75,93.75,90.0,90.0,SMA SI X 30,3,0,0,1,1,1,,,TESVOLT TAYTAN - 94 kWh 90 kW,424050006,69987
199,7016,TESVOLT TAYTAN,TESVOLT TAYTAN,100.0,100.0,30.0,30.0,SMA SI X 30,1,0,0,1,1,1,,,TESVOLT TAYTAN - 100 kWh 30 kW,424050006,49056
200,7017,TESVOLT TAYTAN,TESVOLT TAYTAN,100.0,100.0,60.0,60.0,SMA SI X 30,2,0,0,1,1,1,,,TESVOLT TAYTAN - 100 kWh 60 kW,424050006,59216
201,7018,TESVOLT TAYTAN,TESVOLT TAYTAN,112.5,112.5,30.0,30.0,SMA SI X 30,1,0,0,1,1,1,,,TESVOLT TAYTAN - 113 kWh 30 kW,424050006,53242
202,7019,TESVOLT TAYTAN,TESVOLT TAYTAN,112.5,112.5,50.0,50.0,SMA SI X 50,1,0,0,1,1,1,,,TESVOLT TAYTAN - 113 kWh 50 kW,424050006,54738
203,7020,TESVOLT TAYTAN,TESVOLT TAYTAN,112.5,112.5,60.0,60.0,SMA SI X 30,2,0,0,1,1,1,,,TESVOLT TAYTAN - 113 kWh 60 kW,424050006,63402
204,7021,TESVOLT TAYTAN,TESVOLT TAYTAN,112.5,112.5,90.0,90.0,SMA SI X 30,3,0,0,1,1,1,,,TESVOLT TAYTAN - 113 kWh 90 kW,424050006,76266
205,7022,TESVOLT TAYTAN,TESVOLT TAYTAN,112.5,112.5,100.0,100.0,SMA SI X 50,2,0,0,1,1,1,,,TESVOLT TAYTAN - 113 kWh 100 kW,424050006,66394
206,7023,TESVOLT TAYTAN,TESVOLT TAYTAN,125.0,125.0,30.0,30.0,SMA SI X 30,1,0,0,1,1,1,,,TESVOLT TAYTAN - 125 kWh 30 kW,424050006,57428
207,7024,TESVOLT TAYTAN,TESVOLT TAYTAN,125.0,125.0,50.0,50.0,SMA SI X 50,1,0,0,1,1,1,,,TESVOLT TAYTAN - 125 kWh 50 kW,424050006,58924
208,7025,TESVOLT TAYTAN,TESVOLT TAYTAN,125.0,125.0,60.0,60.0,SMA SI X 30,2,0,0,1,1,1,,,TESVOLT TAYTAN - 125 kWh 60 kW,424050006,67588
209,7026,TESVOLT TAYTAN,TESVOLT TAYTAN,125.0,125.0,100.0,100.0,SMA SI X 50,2,0,0,1,1,1,,,TESVOLT TAYTAN - 125 kWh 100 kW,424050006,70580
210,7027,TESVOLT TAYTAN,TESVOLT TAYTAN,131.25,131.25,30.0,30.0,SMA SI X 30,1,0,0,1,1,1,,,TESVOLT TAYTAN - 131 kWh 30 kW,424050006,62225
211,7028,TESVOLT TAYTAN,TESVOLT TAYTAN,131.25,131.25,90.0,90.0,SMA SI X 30,3,0,0,1,1,1,,,TESVOLT TAYTAN - 131 kWh 90 kW,424050006,82545
212,7029,TESVOLT TAYTAN,TESVOLT TAYTAN,150.0,150.0,30.0,30.0,SMA SI X 30,1,0,0,1,1,1,,,TESVOLT TAYTAN - 150 kWh 30 kW,424050006,68504
213,7030,TESVOLT TAYTAN,TESVOLT TAYTAN,150.0,150.0,60.0,60.0,SMA SI X 30,2,0,0,1,1,1,,,TESVOLT TAYTAN - 150 kWh 60 kW,424050006,81368
214,7031,TESVOLT TAYTAN,TESVOLT TAYTAN,150.0,150.0,90.0,90.0,SMA SI X 30,3,0,0,1,1,1,,,TESVOLT TAYTAN - 150 kWh 90 kW,424050006,88824
215,7032,TESVOLT TAYTAN,TESVOLT TAYTAN,168.75,168.75,30.0,30.0,SMA SI X 30,1,0,0,1,1,1,,,TESVOLT TAYTAN - 169 kWh 30 kW,424050006,74783
216,7033,TESVOLT TAYTAN,TESVOLT TAYTAN,168.75,168.75,50.0,50.0,SMA SI X 50,1,0,0,1,1,1,,,TESVOLT TAYTAN - 169 kWh 50 kW,424050006,76279
217,7034,TESVOLT TAYTAN,TESVOLT TAYTAN,168.75,168.75,90.0,90.0,SMA SI X 30,3,0,0,1,1,1,,,TESVOLT TAYTAN - 169 kWh 90 kW,424050006,95103
218,7035,TESVOLT TAYTAN,TESVOLT TAYTAN,168.75,168.75,150.0,150.0,SMA SI X 50,3,0,0,1,1,1,,,TESVOLT TAYTAN - 169 kWh 150 kW,424050006,99591
219,7036,TESVOLT TAYTAN,TESVOLT TAYTAN,175.0,175.0,30.0,30.0,SMA SI X 30,1,0,0,1,1,1,,,TESVOLT TAYTAN - 175 kWh 30 kW,424050006,79580
220,7037,TESVOLT TAYTAN,TESVOLT TAYTAN,175.0,175.0,60.0,60.0,SMA SI X 30,2,0,0,1,1,1,,,TESVOLT TAYTAN - 175 kWh 60 kW,424050006,89740
221,7038,TESVOLT TAYTAN,TESVOLT TAYTAN,187.5,187.5,30.0,30.0,SMA SI X 30,1,0,0,1,1,1,,,TESVOLT TAYTAN - 188 kWh 30 kW,424050006,81062
222,7039,TESVOLT TAYTAN,TESVOLT TAYTAN,187.5,187.5,50.0,50.0,SMA SI X 50,1,0,0,1,1,1,,,TESVOLT TAYTAN - 188 kWh 50 kW,424050006,82558
223,7040,TESVOLT TAYTAN,TESVOLT TAYTAN,187.5,187.5,60.0,60.0,SMA SI X 30,2,0,0,1,1,1,,,TESVOLT TAYTAN - 188 kWh 60 kW,424050006,99334
224,7041,TESVOLT TAYTAN,TESVOLT TAYTAN,187.5,187.5,90.0,90.0,SMA SI X 30,3,0,0,1,1,1,,,TESVOLT TAYTAN - 188 kWh 90 kW,424050006,101382
225,7042,TESVOLT TAYTAN,TESVOLT TAYTAN,187.5,187.5,150.0,150.0,SMA SI X 50,3,0,0,1,1,1,,,TESVOLT TAYTAN - 188 kWh 150 kW,424050006,105870
226,7043,TESVOLT TAYTAN,TESVOLT TAYTAN,200.0,200.0,30.0,30.0,SMA SI X 30,1,0,0,1,1,1,,,TESVOLT TAYTAN - 200 kWh 30 kW,424050006,87952
227,7044,TESVOLT TAYTAN,TESVOLT TAYTAN,200.0,200.0,60.0,60.0,SMA SI X 30,2,0,0,1,1,1,,,TESVOLT TAYTAN - 200 kWh 60 kW,424050006,98112
228,7045,TESVOLT TAYTAN,TESVOLT TAYTAN,225.0,225.0,30.0,30.0,SMA SI X 30,1,0,0,1,1,1,,,TESVOLT TAYTAN - 225 kWh 30 kW,424050006,96324
229,7046,TESVOLT TAYTAN,TESVOLT TAYTAN,225.0,225.0,50.0,50.0,SMA SI X 50,1,0,0,1,1,1,,,TESVOLT TAYTAN - 225 kWh 50 kW,424050006,97820
230,7047,TESVOLT TAYTAN,TESVOLT TAYTAN,225.0,225.0,60.0,60.0,SMA SI X 30,2,0,0,1,1,1,,,TESVOLT TAYTAN - 225 kWh 60 kW,424050006,106484
231,7048,TESVOLT TAYTAN,TESVOLT TAYTAN,225.0,225.0,90.0,90.0,SMA SI X 30,3,0,0,1,1,1,,,TESVOLT TAYTAN - 225 kWh 90 kW,424050006,122052
232,7049,TESVOLT TAYTAN,TESVOLT TAYTAN,225.0,225.0,100.0,100.0,SMA SI X 50,2,0,0,1,1,1,,,TESVOLT TAYTAN - 225 kWh 100 kW,424050006,109476
233,7050,TESVOLT TAYTAN,TESVOLT TAYTAN,225.0,225.0,200.0,200.0,SMA SI X 50,4,0,0,1,1,1,,,TESVOLT TAYTAN - 225 kWh 200 kW,424050006,132788
234,7051,TESVOLT TAYTAN,TESVOLT TAYTAN,250.0,250.0,30.0,30.0,SMA SI X 30,1,0,0,1,1,1,,,TESVOLT TAYTAN - 250 kWh 30 kW,424050006,104696
235,7052,TESVOLT TAYTAN,TESVOLT TAYTAN,250.0,250.0,50.0,50.0,SMA SI X 50,1,0,0,1,1,1,,,TESVOLT TAYTAN - 250 kWh 50 kW,424050006,106192
236,7053,TESVOLT TAYTAN,TESVOLT TAYTAN,250.0,250.0,60.0,60.0,SMA SI X 30,2,0,0,1,1,1,,,TESVOLT TAYTAN - 250 kWh 60 kW,424050006,114856
237,7054,TESVOLT TAYTAN,TESVOLT TAYTAN,250.0,250.0,100.0,100.0,SMA SI X 50,2,0,0,1,1,1,,,TESVOLT TAYTAN - 250 kWh 100 kW,424050006,117848
238,7055,TESVOLT TAYTAN,TESVOLT TAYTAN,250.0,250.0,200.0,200.0,SMA SI X 50,4,0,0,1,1,1,,,TESVOLT TAYTAN - 250 kWh 200 kW,424050006,141160
239,7056,TESVOLT TAYTAN,TESVOLT TAYTAN,262.5,262.5,60.0,60.0,SMA SI X 30,2,0,0,1,1,1,,,TESVOLT TAYTAN - 263 kWh 60 kW,424050006,124450
240,7057,TESVOLT TAYTAN,TESVOLT TAYTAN,262.5,262.5,90.0,90.0,SMA SI X 30,3,0,0,1,1,1,,,TESVOLT TAYTAN - 263 kWh 90 kW,424050006,134610
241,7058,TESVOLT TAYTAN,TESVOLT TAYTAN,281.25,281.25,90.0,90.0,SMA SI X 30,3,0,0,1,1,1,,,TESVOLT TAYTAN - 281 kWh 90 kW,424050006,149001
242,7059,TESVOLT TAYTAN,TESVOLT TAYTAN,281.25,281.25,250.0,250.0,SMA SI X 50,5,0,0,1,1,1,,,TESVOLT TAYTAN - 281 kWh 250 kW,424050006,165985
243,7060,TESVOLT TAYTAN,TESVOLT TAYTAN,300.0,300.0,60.0,60.0,SMA SI X 30,2,0,0,1,1,1,,,TESVOLT TAYTAN - 300 kWh 60 kW,424050006,137008
244,7061,TESVOLT TAYTAN,TESVOLT TAYTAN,300.0,300.0,90.0,90.0,SMA SI X 30,3,0,0,1,1,1,,,TESVOLT TAYTAN - 300 kWh 90 kW,424050006,147168
245,7062,TESVOLT TAYTAN,TESVOLT TAYTAN,312.5,312.5,250.0,250.0,SMA SI X 50,5,0,0,1,1,1,,,TESVOLT TAYTAN - 313 kWh 250 kW,424050006,176450
246,7063,TESVOLT TAYTAN,TESVOLT TAYTAN,337.5,337.5,60.0,60.0,SMA SI X 30,2,0,0,1,1,1,,,TESVOLT TAYTAN - 338 kWh 60 kW,424050006,149566
247,7064,TESVOLT TAYTAN,TESVOLT TAYTAN,337.5,337.5,90.0,90.0,SMA SI X 30,3,0,0,1,1,1,,,TESVOLT TAYTAN - 338 kWh 90 kW,424050006,159726
248,7065,TESVOLT TAYTAN,TESVOLT TAYTAN,337.5,337.5,100.0,100.0,SMA SI X 50,2,0,0,1,1,1,,,TESVOLT TAYTAN - 338 kWh 100 kW,424050006,152558
249,7066,TESVOLT TAYTAN,TESVOLT TAYTAN,337.5,337.5,150.0,150.0,SMA SI X 50,3,0,0,1,1,1,,,TESVOLT TAYTAN - 338 kWh 150 kW,424050006,164214
250,7067,TESVOLT TAYTAN,TESVOLT TAYTAN,350.0,350.0,60.0,60.0,SMA SI X 30,2,0,0,1,1,1,,,TESVOLT TAYTAN - 350 kWh 60 kW,424050006,159160
251,7068,TESVOLT TAYTAN,TESVOLT TAYTAN,375.0,375.0,60.0,60.0,SMA SI X 30,2,0,0,1,1,1,,,TESVOLT TAYTAN - 375 kWh 60 kW,424050006,162124
252,7069,TESVOLT TAYTAN,TESVOLT TAYTAN,375.0,375.0,90.0,90.0,SMA SI X 30,3,0,0,1,1,1,,,TESVOLT TAYTAN - 375 kWh 90 kW,424050006,172284
253,7070,TESVOLT TAYTAN,TESVOLT TAYTAN,375.0,375.0,100.0,100.0,SMA SI X 50,2,0,0,1,1,1,,,TESVOLT TAYTAN - 375 kWh 100 kW,424050006,165116
254,7071,TESVOLT TAYTAN,TESVOLT TAYTAN,375.0,375.0,150.0,150.0,SMA SI X 50,3,0,0,1,1,1,,,TESVOLT TAYTAN - 375 kWh 150 kW,424050006,176772
255,7072,TESVOLT TAYTAN,TESVOLT TAYTAN,393.75,393.75,90.0,90.0,SMA SI X 30,3,0,0,1,1,1,,,TESVOLT TAYTAN - 394 kWh 90 kW,424050006,186675
256,7073,TESVOLT TAYTAN,TESVOLT TAYTAN,400.0,400.0,60.0,60.0,SMA SI X 30,2,0,0,1,1,1,,,TESVOLT TAYTAN - 400 kWh 60 kW,424050006,175904
257,7074,TESVOLT TAYTAN,TESVOLT TAYTAN,450.0,450.0,60.0,60.0,SMA SI X 30,2,0,0,1,1,1,,,TESVOLT TAYTAN - 450 kWh 60 kW,424050006,192648
258,7075,TESVOLT TAYTAN,TESVOLT TAYTAN,450.0,450.0,90.0,90.0,SMA SI X 30,3,0,0,1,1,1,,,TESVOLT TAYTAN - 450 kWh 90 kW,424050006,205512
259,7076,TESVOLT TAYTAN,TESVOLT TAYTAN,450.0,450.0,100.0,100.0,SMA SI X 50,2,0,0,1,1,1,,,TESVOLT TAYTAN - 450 kWh 100 kW,424050006,195640
260,7077,TESVOLT TAYTAN,TESVOLT TAYTAN,450.0,450.0,200.0,200.0,SMA SI X 50,4,0,0,1,1,1,,,TESVOLT TAYTAN - 450 kWh 200 kW,424050006,218952
261,7078,TESVOLT TAYTAN,TESVOLT TAYTAN,500.0,500.0,60.0,60.0,SMA SI X 30,2,0,0,1,1,1,,,TESVOLT TAYTAN - 500 kWh 60 kW,424050006,209392
262,7079,TESVOLT TAYTAN,TESVOLT TAYTAN,500.0,500.0,100.0,100.0,SMA SI X 50,2,0,0,1,1,1,,,TESVOLT TAYTAN - 500 kWh 100 kW,424050006,212384
263,7080,TESVOLT TAYTAN,TESVOLT TAYTAN,500.0,500.0,200.0,200.0,SMA SI X 50,4,0,0,1,1,1,,,TESVOLT TAYTAN - 500 kWh 200 kW,424050006,235696
264,7081,TESVOLT TAYTAN,TESVOLT TAYTAN,506.25,506.25,90.0,90.0,SMA SI X 30,3,0,0,1,1,1,,,TESVOLT TAYTAN - 506 kWh 90 kW,424050006,224349
265,7082,TESVOLT TAYTAN,TESVOLT TAYTAN,506.25,506.25,150.0,150.0,SMA SI X 50,3,0,0,1,1,1,,,TESVOLT TAYTAN - 506 kWh 150 kW,424050006,228837
266,7083,TESVOLT TAYTAN,TESVOLT TAYTAN,525.0,525.0,90.0,90.0,SMA SI X 30,3,0,0,1,1,1,,,TESVOLT TAYTAN - 525 kWh 90 kW,424050006,238740
267,7084,TESVOLT TAYTAN,TESVOLT TAYTAN,562.5,562.5,90.0,90.0,SMA SI X 30,3,0,0,1,1,1,,,TESVOLT TAYTAN - 563 kWh 90 kW,424050006,243186
268,7085,TESVOLT TAYTAN,TESVOLT TAYTAN,562.5,562.5,150.0,150.0,SMA SI X 50,3,0,0,1,1,1,,,TESVOLT TAYTAN - 563 kWh 150 kW,424050006,247674
269,7086,TESVOLT TAYTAN,TESVOLT TAYTAN,562.5,562.5,250.0,250.0,SMA SI X 50,5,0,0,1,1,1,,,TESVOLT TAYTAN - 563 kWh 250 kW,424050006,273690
270,7087,TESVOLT TAYTAN,TESVOLT TAYTAN,600.0,600.0,90.0,90.0,SMA SI X 30,3,0,0,1,1,1,,,TESVOLT TAYTAN - 600 kWh 90 kW,424050006,263856
271,7088,TESVOLT TAYTAN,TESVOLT TAYTAN,625.0,625.0,250.0,250.0,SMA SI X 50,5,0,0,1,1,1,,,TESVOLT TAYTAN - 625 kWh 250 kW,424050006,294620
272,7089,TESVOLT TAYTAN,TESVOLT TAYTAN,675.0,675.0,90.0,90.0,SMA SI X 30,3,0,0,1,1,1,,,TESVOLT TAYTAN - 675 kWh 90 kW,424050006,288972
273,7090,TESVOLT TAYTAN,TESVOLT TAYTAN,675.0,675.0,150.0,150.0,SMA SI X 50,3,0,0,1,1,1,,,TESVOLT TAYTAN - 675 kWh 150 kW,424050006,293460
274,7091,TESVOLT TAYTAN,TESVOLT TAYTAN,675.0,675.0,200.0,200.0,SMA SI X 50,4,0,0,1,1,1,,,TESVOLT TAYTAN - 675 kWh 200 kW,424050006,305116
275,7092,TESVOLT TAYTAN,TESVOLT TAYTAN,750.0,750.0,90.0,90.0,SMA SI X 30,3,0,0,1,1,1,,,TESVOLT TAYTAN - 750 kWh 90 kW,424050006,314088
276,7093,TESVOLT TAYTAN,TESVOLT TAYTAN,750.0,750.0,150.0,150.0,SMA SI X 50,3,0,0,1,1,1,,,TESVOLT TAYTAN - 750 kWh 150 kW,424050006,318576
277,7094,TESVOLT TAYTAN,TESVOLT TAYTAN,750.0,750.0,200.0,200.0,SMA SI X 50,4,0,0,1,1,1,,,TESVOLT TAYTAN - 750 kWh 200 kW,424050006,330232
278,7095,TESVOLT TAYTAN,TESVOLT TAYTAN,843.75,843.75,250.0,250.0,SMA SI X 50,5,0,0,1,1,1,,,TESVOLT TAYTAN - 844 kWh 250 kW,424050006,381395
279,7096,TESVOLT TAYTAN,TESVOLT TAYTAN,900.0,900.0,200.0,200.0,SMA SI X 50,4,0,0,1,1,1,,,TESVOLT TAYTAN - 900 kWh 200 kW,424050006,391280
280,7097,TESVOLT TAYTAN,TESVOLT TAYTAN,937.5,937.5,250.0,250.0,SMA SI X 50,5,0,0,1,1,1,,,TESVOLT TAYTAN - 938 kWh 250 kW,424050006,412790
281,7098,TESVOLT TAYTAN,TESVOLT TAYTAN,1000.0,1000.0,200.0,200.0,SMA SI X 50,4,0,0,1,1,1,,,TESVOLT TAYTAN - 1000 kWh 200 kW,424050006,424768
282,7099,TESVOLT TAYTAN,TESVOLT TAYTAN,1125.0,1125.0,250.0,250.0,SMA SI X 50,5,0,0,1,1,1,,,TESVOLT TAYTAN - 1125 kWh 250 kW,424050006,489100
283,7100,TESVOLT TAYTAN,TESVOLT TAYTAN,1250.0,1250.0,250.0,250.0,SMA SI X 50,5,0,0,1,1,1,,,TESVOLT TAYTAN - 1250 kWh 250 kW,424050006,530960
